Date, Arena, Type, Raw Points, Points
2025/01/08,Veterans Memorial Sports Complex,photo,318,774
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,story,30,52
2025/01/08,Cupar Memorial Rink,photo,16,35
2025/01/08,Deseronto Community Recreation Centre,photo,13,13
2025/01/08,Kaetlyn Osmond Arena,note,245,570
2025/01/08,Veterans Memorial Sports Complex,photo,321,784
2025/01/08,Big River Arena,story,62,194
2025/01/08,Cupar Memorial Rink,photo,19,43
2025/01/08,Honeywood Arena,photo,249,999
2025/01/08,Petitcodiac Arena,note,81,123
2025/01/08,Veterans Memorial Sports Complex,photo,324,794
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,photo,33,60
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,photo,36,68
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,photo,39,76
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,photo,42,84
2025/01/08,Cupar Memorial Rink,photo,22,52
2025/01/08,Cupar Memorial Rink,photo,25,61
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,photo,45,92
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,note,46,93
2025/01/08,Aréna Saint-Boniface,photo,125,470
2025/01/08,Kaetlyn Osmond Arena,story,255,591
2025/01/08,Kaetlyn Osmond Arena,photo,258,600
2025/01/08,Stroud Arena,story,10,10
2025/01/08,Sackville Arena (LDRA),note,153,618
2025/01/08,Sackville Arena (LDRA),story,163,650
2025/01/08,Westlock Rotary Spirit Centre,photo,13,15
2025/01/08,Sackville Arena (LDRA),note,164,651
2025/01/08,Honeywood Arena,note,250,1000
2025/01/08,Aréna Saint-Boniface,story,135,500
2025/01/08,Kings Arrow Arena,story,59,71
2025/01/08,Aréna Saint-Boniface,photo,138,514
2025/01/08,Aréna Saint-Boniface,note,139,515
2025/01/08,Harman Park Arena,story,10,11
2025/01/08,Harman Park Arena,photo,13,15
2025/01/08,Kings Arrow Arena,note,60,72
2025/01/08,Clavet Community Arena,photo,10,12
2025/01/08,Brooke-Alvinston-Inwood Community Centre Complex,photo,49,101
2025/01/08,Clavet Community Arena,photo,13,16
2025/01/08,Aréna Jean Rougeau,photo,13,15
2025/01/08,Aréna Jean Rougeau,note,14,16
2025/01/08,Clavet Community Arena,photo,16,20
2025/01/08,Petitcodiac Arena,note,82,124
2025/01/08,Kaetlyn Osmond Arena,story,268,623
2025/01/08,Kaetlyn Osmond Arena,photo,271,632
2025/01/08,Tumbler Ridge Community Centre,photo,3,3
2025/01/08,Tumbler Ridge Community Centre,photo,6,6
2025/01/08,Veterans Memorial Sports Complex,photo,327,804
2025/01/08,Ville De Bouctouche Forum,story,63,72
2025/01/08,Veterans Memorial Sports Complex,photo,330,813
2025/01/08,Ville De Bouctouche Forum,note,64,73
2025/01/08,Claude Parrish Memorial Arena,story,10,10
2025/01/08,Tilley arena,story,21,22
2025/01/08,Town of Innisfail Twin Arena,story,10,10
2025/01/08,Pond Inlet Comunity Hall,story,10,16
2025/01/08,Pond Inlet Comunity Hall,photo,13,22
2025/01/08,Arena De Clarence Creek,story,10,11
2025/01/08,Arena De Clarence Creek,photo,13,15
2025/01/08,Argyle Arena,story,10,10
2025/01/08,Aréna Saint-Boniface,photo,142,527
2025/01/08,Aréna Saint-Boniface,photo,145,538
2025/01/08,Kaetlyn Osmond Arena,photo,274,636
2025/01/08,Petitcodiac Arena,photo,85,129
2025/01/08,Big River Arena,photo,65,207
2025/01/08,Big River Arena,note,66,208
2025/01/08,Cupar Memorial Rink,story,35,80
2025/01/08,Big River Arena,photo,69,221
2025/01/08,Cupar Memorial Rink,photo,38,88
2025/01/08,Big River Arena,story,79,245
2025/01/08,Tilbury Memorial Arena,story,10,10
2025/01/08,Aréna Saint-Boniface,story,155,567
2025/01/08,Cupar Memorial Rink,note,39,89
2025/01/08,Big River Arena,photo,82,258
2025/01/08,Kaetlyn Osmond Arena,note,275,637
2025/01/08,Tilbury Memorial Arena,photo,13,13
2025/01/08,Tilbury Memorial Arena,photo,16,16
2025/01/08,Tilbury Memorial Arena,note,17,17
2025/01/08,Aréna Saint-Boniface,photo,158,576
2025/01/08,Aréna Saint-Boniface,note,159,577
2025/01/08,Eastern Shore Community Centre,story,10,10
2025/01/08,Carlo Cartarello Arena,story,10,10
2025/01/08,Carlo Cartarello Arena,photo,13,13
2025/01/08,Sudbury Arena,photo,14,14
2025/01/08,Tommy Ricketts Arena,story,10,10
2025/01/08,Sackville Arena (LDRA),photo,167,664
2025/01/08,Big River Arena,story,92,279
2025/01/08,Labrador City Arena,story,10,10
2025/01/08,North Hastings Community Centre,story,26,105
2025/01/08,North Hastings Community Centre,photo,29,120
2025/01/08,North Hastings Community Centre,photo,32,138
2025/01/08,North Hastings Community Centre,photo,35,153
2025/01/08,Big River Arena,note,93,280
2025/01/08,Sackville Arena (LDRA),note,168,665
2025/01/08,Big River Arena,photo,96,294
2025/01/08,Saxon Family Community Complex,story,10,11
2025/01/08,Sackville Arena (LDRA),note,169,666
2025/01/08,Ville De Bouctouche Forum,story,74,85
2025/01/08,Ville De Bouctouche Forum,note,75,86
2025/01/08,Saxon Family Community Complex,note,11,12
2025/01/08,Sackville Arena (LDRA),note,170,667
2025/01/08,Sackville Arena (LDRA),story,180,704
2025/01/08,Big River Arena,note,97,295
2025/01/08,Sackville Arena (LDRA),story,190,737
2025/01/08,Centre sportif Jacques-Lesage,note,20,20
2025/01/08,Westlock Rotary Spirit Centre,photo,16,19
2025/01/08,Cupar Memorial Rink,photo,42,97
2025/01/08,Westlock Rotary Spirit Centre,note,17,20
2025/01/08,St Martins 4 Season Complex,photo,23,29
2025/01/08,Arborg & District Arena,photo,13,17
2025/01/08,Cupar Memorial Rink,note,43,98
2025/01/08,Sackville Arena (LDRA),story,200,775
2025/01/08,Arborg & District Arena,photo,16,20
2025/01/08,Sackville Arena (LDRA),note,201,776
2025/01/08,Sackville Arena (LDRA),note,202,777
2025/01/08,Sackville Arena (LDRA),story,212,810
2025/01/08,Sackville Arena (LDRA),photo,215,824
2025/01/08,Sackville Arena (LDRA),photo,218,841
2025/01/08,Sackville Arena (LDRA),photo,221,856
2025/01/08,Sackville Arena (LDRA),photo,224,871
2025/01/08,Saxon Family Community Complex,story,21,23
2025/01/08,Twin Town Sports Complex,story,10,10
2025/01/08,Sackville Arena (LDRA),story,234,904
2025/01/08,Ingersoll & District Memorial Centre,story,47,48
2025/01/08,Grandview Agricultural Community Centre,story,10,12
2025/01/08,A.G. Ross Arena,story,10,11
2025/01/08,Grandview Agricultural Community Centre,photo,13,16
2025/01/08,Redvers rec center,story,10,47
2025/01/08,Grandview Agricultural Community Centre,photo,16,20
2025/01/08,Grandview Agricultural Community Centre,photo,19,24
2025/01/08,Grandview Agricultural Community Centre,photo,22,28
2025/01/08,Grandview Agricultural Community Centre,photo,25,32
2025/01/08,Grandview Agricultural Community Centre,note,26,33
2025/01/08,Sackville Arena (LDRA),note,235,905
2025/01/08,Tommy Ricketts Arena,story,20,20
2025/01/08,Kaetlyn Osmond Arena,story,285,658
2025/01/08,Kaslo arena,photo,23,30
2025/01/08,Tilley arena,story,31,32
2025/01/08,Aréna Jean Rougeau,photo,17,19
2025/01/08,Aréna Jean Rougeau,photo,20,22
2025/01/08,Aréna Jean Rougeau,photo,23,25
2025/01/08,Aréna Jean Rougeau,note,24,26
2025/01/08,Grandview Agricultural Community Centre,photo,29,37
2025/01/08,Grandview Agricultural Community Centre,photo,32,41
2025/01/08,Grandview Agricultural Community Centre,photo,35,45
2025/01/08,Arborg & District Arena,photo,19,23
2025/01/08,Kings Arrow Arena,note,61,73
2025/01/08,Kaslo arena,photo,26,34
2025/01/08,Arborg & District Arena,note,20,24
2025/01/08,Sackville Arena (LDRA),photo,238,922
2025/01/08,Arborg & District Arena,photo,23,27
2025/01/08,Arborg & District Arena,photo,26,30
2025/01/08,Arborg & District Arena,photo,29,33
2025/01/08,Sackville Arena (LDRA),note,239,923
2025/01/08,Kaslo arena,story,36,46
2025/01/08,Arborg & District Arena,photo,32,36
2025/01/08,Sackville Arena (LDRA),photo,242,937
2025/01/08,Sackville Arena (LDRA),photo,245,952
2025/01/08,Sackville Arena (LDRA),photo,248,967
2025/01/08,Sackville Arena (LDRA),photo,251,983
2025/01/08,Kaslo arena,photo,39,51
2025/01/08,Sackville Arena (LDRA),note,252,984
2025/01/08,Arborg & District Arena,story,42,49
2025/01/08,Pete Knight Arena,story,47,255
2025/01/08,Arborg & District Arena,note,43,50
2025/01/08,Sackville Arena (LDRA),photo,255,1003
2025/01/08,Arena BSR,story,10,10
2025/01/08,Kaslo arena,photo,42,55
2025/01/08,Arena BSR,photo,13,13
2025/01/08,Kaslo arena,note,43,56
2025/01/08,Arena BSR,photo,16,16
2025/01/08,Arena BSR,story,26,26
2025/01/08,Aréna Jean Rougeau,note,25,27
2025/01/08,Arborg & District Arena,note,44,51
2025/01/08,Kaslo arena,story,53,68
2025/01/08,Kaslo arena,photo,56,72
2025/01/08,Kaetlyn Osmond Arena,story,295,679
2025/01/08,Arborg & District Arena,note,45,52
2025/01/08,Sackville Arena (LDRA),story,265,1035
2025/01/08,8th Hussars Sports Center,story,49,82
2025/01/08,Sackville Arena (LDRA),photo,268,1051
2025/01/08,Cupar Memorial Rink,photo,46,106
2025/01/08,Cupar Memorial Rink,photo,49,114
2025/01/08,Arborg & District Arena,photo,48,55
2025/01/08,Sackville Arena (LDRA),note,269,1052
2025/01/08,Arborg & District Arena,photo,51,59
2025/01/08,Arborg & District Arena,note,52,60
2025/01/08,Aréna P E Lefebvre,story,10,10
2025/01/08,North Hastings Community Centre,story,45,190
2025/01/08,North Hastings Community Centre,photo,48,203
2025/01/08,Moosonee Arena,story,62,73
2025/01/08,Sackville Arena (LDRA),photo,272,1068
2025/01/08,North Hastings Community Centre,photo,51,216
2025/01/08,North Hastings Community Centre,photo,54,231
2025/01/08,Pete Knight Arena,note,48,256
2025/01/08,Arborg & District Arena,note,53,61
2025/01/08,Pete Knight Arena,photo,51,282
2025/01/08,Pete Knight Arena,photo,54,306
2025/01/08,Pete Knight Arena,photo,57,328
2025/01/08,Pete Knight Arena,photo,60,352
2025/01/08,Pete Knight Arena,photo,63,375
2025/01/08,Pete Knight Arena,photo,66,398
2025/01/08,Arborg & District Arena,photo,56,64
2025/01/08,Kaslo arena,story,66,84
2025/01/08,Kaslo arena,note,67,85
2025/01/08,Sackville Arena (LDRA),story,282,1099
2025/01/08,Kaslo arena,story,77,97
2025/01/08,Sackville Arena (LDRA),photo,285,1112
2025/01/08,Kaslo arena,photo,80,101
2025/01/08,Sackville Arena (LDRA),photo,288,1125
2025/01/08,Kaslo arena,photo,83,105
2025/01/08,Sackville Arena (LDRA),photo,291,1137
2025/01/08,Kaetlyn Osmond Arena,story,305,700
2025/01/08,Sackville Arena (LDRA),photo,294,1151
2025/01/08,Sackville Arena (LDRA),photo,297,1164
2025/01/08,Kaslo arena,photo,86,109
2025/01/08,Kaetlyn Osmond Arena,photo,308,708
2025/01/08,Kaslo arena,photo,89,113
2025/01/08,Kaslo arena,photo,92,117
2025/01/08,Kaetlyn Osmond Arena,photo,311,717
2025/01/08,Sackville Arena (LDRA),note,298,1165
2025/01/08,Kaetlyn Osmond Arena,photo,314,725
2025/01/08,Centre récréatif de Donnacona,story,10,15
2025/01/08,Pete Knight Arena,story,76,447
2025/01/08,Pete Knight Arena,photo,79,468
2025/01/08,Pete Knight Arena,photo,82,490
2025/01/08,Pete Knight Arena,photo,85,513
2025/01/08,Pete Knight Arena,note,86,514
2025/01/08,Cupar Memorial Rink,photo,52,122
2025/01/08,Cupar Memorial Rink,photo,55,130
2025/01/08,Cupar Memorial Rink,photo,58,138
2025/01/08,St Martins 4 Season Complex,photo,26,34
2025/01/08,Arborg & District Arena,note,57,65
2025/01/08,Arborg & District Arena,photo,60,68
2025/01/08,Aréna Jean Rougeau,note,26,28
2025/01/08,Kaetlyn Osmond Arena,photo,317,733
2025/01/08,Kaetlyn Osmond Arena,photo,320,742
2025/01/08,Arborg & District Arena,photo,63,71
2025/01/08,Arborg & District Arena,photo,66,74
2025/01/08,Aréna Jean Rougeau,photo,29,31
2025/01/08,Arborg & District Arena,photo,69,77
2025/01/08,Arborg & District Arena,photo,72,80
2025/01/08,Arborg & District Arena,photo,75,83
2025/01/08,Arborg & District Arena,photo,78,86
2025/01/08,Veterans Memorial Sports Complex,photo,333,822
2025/01/08,Arborg & District Arena,note,79,87
2025/01/08,Aréna Jean Rougeau,photo,32,34
2025/01/08,Kaetlyn Osmond Arena,photo,323,750
2025/01/08,Kaetlyn Osmond Arena,photo,326,758
2025/01/08,Kings Arrow Arena,photo,64,77
2025/01/08,Sackville Arena (LDRA),photo,301,1178
2025/01/08,Sackville Arena (LDRA),photo,304,1190
2025/01/08,Sackville Arena (LDRA),photo,307,1202
2025/01/08,Pete Knight Arena,story,96,561
2025/01/08,Sackville Arena (LDRA),photo,310,1214
2025/01/08,Sackville Arena (LDRA),photo,313,1227
2025/01/08,Sackville Arena (LDRA),photo,316,1241
2025/01/08,Sackville Arena (LDRA),photo,319,1254
2025/01/09,Atlas Tube Centre,story,10,10
2025/01/09,Sackville Arena (LDRA),note,320,1255
2025/01/09,Aréna Jean Rougeau,story,42,46
2025/01/09,Blind River Community Centre,photo,3,3
2025/01/09,Blind River Community Centre,note,4,4
2025/01/09,Aréna Jean Rougeau,story,52,59
2025/01/09,Inch Park Arena,note,64,80
2025/01/09,Kings Arrow Arena,note,65,78
2025/01/09,Aréna Saint-Boniface,story,169,608
2025/01/09,Inch Park Arena,photo,67,84
2025/01/09,Aréna Saint-Boniface,note,170,609
2025/01/09,Pond Inlet Comunity Hall,note,14,23
2025/01/09,Inch Park Arena,photo,70,88
2025/01/09,Cupar Memorial Rink,photo,61,147
2025/01/09,Sackville Arena (LDRA),photo,323,1269
2025/01/09,Cupar Memorial Rink,photo,64,156
2025/01/09,Hespeler Memorial Arena,story,10,13
2025/01/09,Aréna Saint-Boniface,photo,173,619
2025/01/09,Arborg & District Arena,note,80,88
2025/01/09,Aréna Saint-Boniface,photo,176,630
2025/01/09,Aréna Saint-Boniface,photo,179,641
2025/01/09,Middleton District Arena,story,140,583
2025/01/09,Middleton District Arena,photo,143,601
2025/01/09,Middleton District Arena,photo,146,618
2025/01/09,Middleton District Arena,photo,149,635
2025/01/09,Aréna Saint-Boniface,photo,182,655
2025/01/09,Middleton District Arena,note,150,636
2025/01/09,Civic Centre Arena,story,10,21
2025/01/09,Civic Centre Arena,photo,13,30
2025/01/09,Civic Centre Arena,photo,16,39
2025/01/09,Middleton District Arena,story,160,671
2025/01/09,Chesley Arena,story,10,10
2025/01/09,Moosonee Arena,story,72,84
2025/01/09,Aréna Saint-Boniface,story,192,685
2025/01/09,Aréna Saint-Boniface,photo,195,695
2025/01/09,Aréna Saint-Boniface,photo,198,704
2025/01/09,Aréna Saint-Boniface,note,199,705
2025/01/09,Brooke-Alvinston-Inwood Community Centre Complex,photo,52,108
2025/01/09,Aréna Saint-Boniface,photo,202,715
2025/01/09,Aréna Saint-Boniface,photo,205,724
2025/01/09,Honeywood Arena,photo,253,1014
2025/01/09,Tri Township Arena,story,10,11
2025/01/09,Sackville Arena (LDRA),note,324,1270
2025/01/09,Pete Knight Arena,story,106,613
2025/01/09,Sackville Arena (LDRA),photo,327,1283
2025/01/09,Tri Township Arena,note,11,12
2025/01/09,Talbot Gardens Arena,story,10,10
2025/01/09,Aréna Saint-Lin-Laurentides,story,10,10
2025/01/09,Pete Knight Arena,photo,109,638
2025/01/09,Aréna Jean Rougeau,photo,55,62
2025/01/09,Sackville Arena (LDRA),photo,330,1295
2025/01/09,Pete Knight Arena,photo,112,662
2025/01/09,Kaetlyn Osmond Arena,photo,329,767
2025/01/09,Kaetlyn Osmond Arena,photo,332,777
2025/01/09,Aréna Saint-Lin-Laurentides,photo,13,13
2025/01/09,Aréna Jean Rougeau,photo,58,65
2025/01/09,Cupar Memorial Rink,photo,67,165
2025/01/09,Aréna Saint-Lin-Laurentides,note,14,14
2025/01/09,Aréna Jean Rougeau,note,59,66
2025/01/09,Kaetlyn Osmond Arena,photo,335,787
2025/01/09,Cupar Memorial Rink,photo,70,174
2025/01/09,Aréna Jean Rougeau,photo,62,69
2025/01/09,Brooke-Alvinston-Inwood Community Centre Complex,story,62,123
2025/01/09,Sackville Arena (LDRA),story,340,1326
2025/01/09,Sackville Arena (LDRA),note,341,1327
2025/01/09,8th Hussars Sports Center,note,50,83
2025/01/09,Sackville Arena (LDRA),photo,344,1340
2025/01/09,Veterans Memorial Sports Complex,photo,336,832
2025/01/09,Veterans Memorial Sports Complex,photo,339,842
2025/01/09,Sackville Arena (LDRA),story,354,1371
2025/01/09,Brooke-Alvinston-Inwood Community Centre Complex,note,63,124
2025/01/09,Harrow Arena,story,24,25
2025/01/09,Kaetlyn Osmond Arena,story,345,810
2025/01/09,Harman Park Arena,story,23,26
2025/01/09,Brooke-Alvinston-Inwood Community Centre Complex,story,73,139
2025/01/09,Art Hauser Centre,story,10,10
2025/01/09,Kyle Community Sports Centre,photo,3,4
2025/01/09,Ingersoll & District Memorial Centre,story,57,58
2025/01/09,Ingersoll & District Memorial Centre,photo,60,62
2025/01/09,Sackville Arena (LDRA),story,364,1408
2025/01/09,Sackville Arena (LDRA),photo,367,1421
2025/01/09,Mount Forest & District Sports Complex,story,10,10
2025/01/09,Hepburn Arena,story,10,10
2025/01/09,Big River Arena,note,98,296
2025/01/09,Smiths Falls Memorial Community Centre,story,10,10
2025/01/09,Smiths Falls Memorial Community Centre,photo,13,13
2025/01/09,Smiths Falls Memorial Community Centre,photo,16,16
2025/01/09,Smiths Falls Memorial Community Centre,photo,19,19
2025/01/09,Smiths Falls Memorial Community Centre,note,20,20
2025/01/09,Kaslo arena,photo,95,121
2025/01/09,Kaslo arena,photo,98,125
2025/01/09,Aréna Jean Rougeau,photo,65,72
2025/01/09,Aréna Jean Rougeau,photo,68,75
2025/01/09,Aréna Jean Rougeau,photo,71,78
2025/01/09,Aréna Jean Rougeau,photo,74,81
2025/01/09,Aréna Jean Rougeau,photo,77,85
2025/01/09,Burks Falls Arena,story,10,10
2025/01/09,Kaslo arena,photo,101,131
2025/01/09,Carlo Cartarello Arena,story,23,23
2025/01/09,Burks Falls Arena,photo,13,13
2025/01/09,Burks Falls Arena,note,14,14
2025/01/09,Omniplex,story,10,10
2025/01/09,Maidstone Arena,story,10,10
2025/01/09,Chilliwack Coliseum,story,10,10
2025/01/09,Kings Arrow Arena,note,66,79
2025/01/09,Sackville Arena (LDRA),photo,370,1434
2025/01/09,Sackville Arena (LDRA),photo,373,1447
2025/01/09,Sackville Arena (LDRA),story,383,1483
2025/01/09,Petitcodiac Arena,story,95,144
2025/01/09,Sackville Arena (LDRA),note,384,1484
2025/01/09,Brooke-Alvinston-Inwood Community Centre Complex,photo,76,144
2025/01/09,Acton Community Centre,story,11,11
2025/01/09,Sackville Arena (LDRA),story,394,1521
2025/01/09,Aréna Saint-Boniface,story,215,754
2025/01/09,Sackville Arena (LDRA),note,395,1522
2025/01/09,Arborg & District Arena,photo,83,91
2025/01/09,Arborg & District Arena,note,84,92
2025/01/09,Kaslo arena,note,102,132
2025/01/09,Arborg & District Arena,photo,87,95
2025/01/09,Centre sportif André Dubé,story,10,10
2025/01/09,Arborg & District Arena,note,88,96
2025/01/09,Pete Knight Arena,photo,115,682
2025/01/09,Pete Knight Arena,photo,118,702
2025/01/09,Pete Knight Arena,note,119,703
2025/01/09,Kingston Memorial Centre,story,10,16
2025/01/09,Redvers rec center,photo,13,78
2025/01/09,Aréna Saint-Boniface,note,216,755
2025/01/09,La Glace Recreation Centre,story,10,18
2025/01/09,Sackville Arena (LDRA),note,396,1523
2025/01/09,La Glace Recreation Centre,photo,13,24
2025/01/09,La Glace Recreation Centre,photo,16,30
2025/01/09,La Glace Recreation Centre,photo,19,37
2025/01/09,La Glace Recreation Centre,photo,22,43
2025/01/09,La Glace Recreation Centre,note,23,44
2025/01/09,Sackville Arena (LDRA),story,406,1562
2025/01/09,Sackville Arena (LDRA),note,407,1563
2025/01/09,Hespeler Memorial Arena,photo,13,20
2025/01/09,Pete Knight Arena,photo,122,725
2025/01/09,Hespeler Memorial Arena,photo,16,27
2025/01/09,La Glace Recreation Centre,story,33,59
2025/01/09,Grandview Agricultural Community Centre,story,45,56
2025/01/09,Hespeler Memorial Arena,photo,19,33
2025/01/09,Pete Knight Arena,photo,125,750
2025/01/09,Pete Knight Arena,photo,128,776
2025/01/09,Kaslo arena,story,112,144
2025/01/09,Pete Knight Arena,note,129,777
2025/01/09,Ville De Bouctouche Forum,note,76,87
2025/01/09,Hespeler Memorial Arena,photo,22,40
2025/01/09,Hespeler Memorial Arena,note,23,41
2025/01/09,Centre des sports Jean Claude Tremblay,photo,3,3
2025/01/09,Centre des sports Jean Claude Tremblay,photo,6,6
2025/01/09,Centre des sports Jean Claude Tremblay,photo,9,9
